iter	RMSE
291	10453.41431
292	10428.4791
293	10405.94415
294	10392.49267
295	10379.433
296	10372.45068
297	10361.87724
298	10351.49704
299	10344.2278
300	10332.07279
301	10319.11497
302	10305.17722
303	10291.30845
304	10278.92004
305	10264.18191
306	10250.19414
307	10239.56203
308	10224.00946
309	10208.04443
310	10193.54587
311	10180.40786
312	10171.82252
313	10153.86233
314	10135.26196
315	10121.69755
316	10092.44278
317	10085.53851
318	10076.93963
319	10060.85257
320	10040.47436
321	10026.01763
322	10006.41813
323	9998.695538
324	9990.430187
325	9979.65864
326	9951.192943
327	9938.459497
328	9924.025384
329	9910.385737
330	9903.544382
331	9888.666191
332	9867.292196
333	9855.724686
334	9841.683276
335	9830.858289
336	9823.903721
337	9806.306836
338	9793.12248
339	9776.080794
340	9765.353955
341	9743.099523
342	9727.151113
343	9720.331486
344	9713.740339
345	9693.841533
346	9679.49274
347	9667.803267
348	9639.356133
349	9629.538743
350	9616.786437
351	9609.108933
352	9593.794496
353	9587.411068
354	9576.934553
355	9570.466857
356	9561.970711
357	9556.836236
358	9542.830839
359	9531.560467
360	9512.835595
361	9504.252537
362	9492.503071
363	9470.467687
364	9459.087555
365	9446.546626
366	9440.360528
367	9429.03123
368	9419.930488
369	9409.646196
370	9401.317338
371	9385.287169
372	9368.071128
373	9356.365306
374	9335.730223
375	9329.66667
376	9316.461737
377	9305.615924
378	9299.649249
379	9280.140599
380	9265.213565
381	9258.335324
382	9249.247462
383	9233.192885
384	9224.899982
385	9217.310871
386	9212.046651
387	9203.855509
388	9197.217496
389	9184.364363
390	9171.552144
391	9166.304102
392	9155.382186
393	9136.994048
394	9129.349653
395	9122.185824
396	9115.942744
397	9106.422458
398	9098.290173
399	9091.697746
400	9078.543793
401	9067.844589
402	9050.122207
403	9034.773571
404	9024.895525
405	9009.966473
406	9002.371005
407	8995.793659
408	8986.123751
409	8976.194876
410	8965.639679
411	8960.984456
412	8951.366988
413	8946.784722
414	8933.555049
415	8923.873031
416	8910.565096
417	8898.977293
418	8889.420581
419	8885.119913
420	8877.982731
421	8868.021904
422	8859.525496
423	8846.986681
424	8838.632488
425	8833.013215
426	8827.677096
427	8811.443724
428	8802.21355
429	8791.72046
430	8776.433389
431	8770.191394
432	8766.189141
433	8761.88123
434	8755.841294
435	8745.642216
436	8738.797736
437	8732.276224
438	8722.487621
439	8711.94949
440	8708.729241
441	8703.073377
442	8695.990337
443	8691.704976
444	8680.99854
445	8669.664759
446	8661.002106
447	8654.157459
448	8641.906147
449	8627.497238
450	8616.918733
451	8606.955437
452	8598.242235
453	8586.086072
454	8573.585259
455	8565.577885
456	8543.867661
457	8538.27995
458	8525.887373
459	8523.315686
460	8509.166118
461	8502.236063
462	8489.892319
463	8481.518258
464	8468.632506
465	8457.974838
466	8451.924316
467	8439.454479
468	8436.712503
469	8429.312948
470	8419.911735
471	8411.125276
472	8406.387739
473	8391.713144
474	8385.755502
475	8376.36237
476	8370.677761
477	8366.088394
478	8355.779535
479	8346.441378
480	8332.939129
481	8324.297595
482	8320.902246
483	8310.890097
484	8306.111828
485	8294.924114
486	8288.462823
487	8283.760147
488	8279.275493
489	8274.112341
490	8265.828731
491	8256.747682
492	8249.850958
493	8237.556651
494	8231.560339
495	8218.15029
496	8212.356906
497	8205.614491
498	8201.550324
499	8191.818725
500	8182.326223
501	8176.052633
502	8162.366561
503	8153.6886
504	8146.012636
505	8131.303146
506	8128.160934
507	8123.746444
508	8118.531082
509	8109.134498
510	8099.711208
511	8093.720337
512	8087.040164
513	8074.502379
514	8055.606891
515	8051.127884
516	8044.176933
517	8037.040263
518	8029.002128
519	8019.62236
520	8014.713471
521	8006.954493
522	8001.93481
523	7996.132847
524	7979.02691
525	7971.029641
526	7959.761773
527	7957.40007
528	7948.683613
529	7940.944168
530	7922.230125
531	7910.81414
532	7901.216794
533	7896.307764
534	7889.694262
535	7886.125803
536	7878.956971
537	7873.746927
538	7871.53371
539	7864.170392
540	7853.76696
541	7843.352266
542	7831.282889
543	7824.080678
544	7812.360367
545	7805.468002
546	7799.413576
547	7790.763746
548	7786.420665
549	7778.714765
550	7770.726211
551	7764.859479
552	7761.984031
553	7751.956245
554	7744.231391
555	7734.220126
556	7729.428142
557	7725.117481
558	7714.77218
559	7711.948779
560	7705.697883
561	7691.98268
562	7678.050608
563	7672.635261
564	7662.011652
565	7654.890928
566	7649.567654
567	7644.942429
568	7638.843321
569	7632.754683
570	7618.865958
571	7616.716108
572	7605.089416
573	7599.71884
574	7590.64233
575	7583.36037
576	7570.160237
577	7562.712776
578	7556.636642
579	7550.832801
580	7545.158523
581	7539.852414
582	7533.843327
583	7524.776674
584	7518.984454
585	7517.662754
586	7515.702842
587	7510.449826
588	7500.716628
589	7495.161423
590	7484.723012
591	7481.142668
592	7474.711961
593	7470.590173
594	7460.814081
595	7452.899591
596	7441.0985
597	7428.697602
598	7422.511886
599	7413.824975
600	7410.169623
601	7405.149678
602	7397.573913
603	7391.269118
604	7382.038223
605	7379.084838
606	7369.374354
607	7360.842397
608	7354.800394
609	7351.257688
610	7343.599259
611	7339.142881
612	7331.317621
613	7328.470438
614	7324.372275
615	7315.381291
616	7312.342211
617	7303.143297
618	7299.419457
619	7294.559429
620	7289.746006
621	7281.019485
622	7275.793203
623	7270.513457
624	7265.885734
625	7260.596958
626	7254.24565
627	7252.039912
628	7243.080771
629	7234.288022
630	7229.422188
631	7221.324548
632	7216.107466
633	7210.997244
634	7206.884708
635	7197.143875
636	7193.149215
637	7189.67349
638	7183.461021
639	7177.111734
640	7171.153378
641	7167.233922
642	7158.269633
643	7154.759514
644	7148.849414
645	7142.470476
646	7137.195795
647	7131.913247
648	7124.339942
649	7121.732184
650	7118.848825
651	7114.292986
652	7103.310435
653	7094.430259
654	7083.431858
655	7076.145471
656	7070.685597
657	7066.396079
658	7062.048803
659	7053.559508
660	7046.624954
661	7040.384708
662	7031.86598
663	7027.631506
664	7025.074829
665	7021.66439
666	7014.597549
667	7008.868193
668	7001.438961
669	6995.44071
670	6989.785976
671	6979.909453
672	6978.476807
673	6975.424354
674	6972.135225
675	6967.328928
676	6955.345262
677	6948.600514
678	6944.382103
679	6941.620242
680	6934.920328
681	6928.415158
682	6924.939367
683	6918.043425
684	6911.710266
685	6909.051962
686	6904.625693
687	6901.154902
688	6894.723485
689	6890.257427
690	6883.463899
691	6876.529286
692	6872.24923
693	6867.027566
694	6859.282314
695	6855.488419
696	6849.90694
697	6844.536877
698	6838.876953
699	6834.78325
700	6829.819302
701	6821.986913
702	6819.55718
703	6816.11691
704	6810.48077
705	6809.425148
706	6802.639883
707	6800.831639
708	6796.615018
709	6792.613445
710	6785.826787
711	6781.50108
712	6776.451707
713	6770.571028
714	6761.246567
715	6753.455842
716	6743.920011
717	6739.714511
718	6733.326528
719	6729.368859
720	6721.801545
721	6716.912124
722	6711.150432
723	6706.220129
724	6698.353005
725	6693.750214
726	6685.588824
727	6680.924905
728	6678.641971
729	6669.741401
730	6662.64052
731	6653.876867
732	6648.369008
733	6638.557422
734	6634.008031
735	6626.44537
736	6618.112505
737	6611.848288
738	6609.962805
739	6606.889272
740	6600.812264
741	6598.853937
742	6592.719048
743	6584.92906
744	6581.102804
745	6574.37908
746	6570.635832
747	6568.047875
748	6562.555862
749	6556.590755
750	6554.146226
751	6551.798729
752	6549.69871
753	6546.059576
754	6543.821759
755	6537.805854
756	6533.283699
757	6528.056856
758	6521.777663
759	6519.224301
760	6514.292444
761	6508.990304
762	6504.673519
763	6499.258163
764	6493.659824
765	6488.400413
766	6481.452298
767	6479.457996
768	6476.464946
769	6472.113583
770	6467.944051
771	6466.338903
772	6463.008688
773	6456.118648
774	6452.93725
775	6447.815113
776	6443.934716
777	6442.7251
778	6440.135382
779	6436.779473
780	6434.869646
781	6430.177709
782	6424.774158
783	6419.496316
784	6415.323192
785	6411.883582
786	6409.126895
787	6407.048827
788	6398.155028
789	6389.70744
790	6385.511656
791	6383.969314
792	6382.060814
793	6378.021668
794	6371.722516
795	6368.963087
796	6364.152117
797	6361.825414
798	6357.658188
799	6349.905928
800	6345.2345
801	6339.319064
802	6335.612558
803	6333.007794
804	6325.574789
805	6320.023006
806	6315.095704
807	6309.793247
808	6302.761683
809	6297.295043
810	6292.557088
811	6288.647687
812	6284.705969
813	6282.030842
814	6276.065163
815	6268.29438
816	6263.594601
817	6258.548886
818	6255.111981
819	6250.622392
820	6248.041343
821	6242.243785
822	6238.104114
823	6234.498831
824	6232.584609
825	6229.655171
826	6222.620557
827	6218.991933
828	6210.349908
829	6206.240096
830	6203.388708
831	6198.074412
832	6193.873489
833	6190.249324
834	6183.690726
835	6180.409466
836	6175.609335
837	6174.006873
838	6170.487523
839	6168.976745
840	6165.41839
841	6158.258268
842	6155.435891
843	6152.175658
844	6148.045597
845	6146.918446
846	6144.748732
847	6139.579201
848	6132.318864
849	6125.774339
850	6123.869944
851	6115.832438
852	6113.023219
853	6109.558307
854	6104.228081
855	6101.99505
856	6097.734607
857	6094.330541
858	6091.155344
859	6088.450857
860	6087.659233
861	6083.247283
862	6082.571956
863	6077.116515
864	6073.686035
865	6070.701918
866	6065.968475
867	6057.662602
868	6053.829987
869	6051.258459
870	6047.63269
871	6047.067009
872	6042.99595
873	6041.022214
874	6037.021799
875	6034.917264
876	6030.020869
877	6027.145032
878	6024.418268
879	6020.87759
880	6016.527827
881	6013.429965
882	6008.915994
883	6007.218868
884	6004.016352
885	6000.198731
886	5996.506027
887	5994.13793
888	5990.077908
889	5986.972482
890	5982.137146
891	5980.090678
892	5973.621115
893	5968.970105
894	5965.515921
895	5962.262844
896	5959.162397
897	5957.928757
898	5954.822012
899	5951.485912
900	5948.827947
901	5943.924349
902	5939.494835
903	5932.688795
904	5930.200063
905	5926.888802
906	5922.855185
907	5919.992252
908	5913.181907
909	5908.614662
910	5906.455835
911	5903.729986
912	5898.85112
913	5893.205383
914	5889.418966
915	5886.807529
916	5880.380875
917	5876.794913
918	5871.4034
919	5868.57188
920	5866.366186
921	5862.613979
922	5857.364295
923	5854.556158
924	5851.318969
925	5848.359677
926	5845.409362
927	5840.981107
928	5839.79697
929	5835.456822
930	5832.350944
931	5830.153594
932	5827.427138
933	5820.097405
934	5816.672182
935	5813.499962
936	5810.039359
937	5807.117251
938	5805.517273
939	5802.937085
940	5798.105569
941	5794.838242
942	5792.738756
943	5789.757746
944	5782.746375
945	5777.581357
946	5773.816673
947	5771.244618
948	5768.279708
949	5764.574542
950	5762.709898
951	5758.237492
952	5756.674061
953	5755.286972
954	5749.558241
955	5744.359102
956	5740.817143
957	5736.219007
958	5731.231226
959	5729.112956
960	5722.262843
961	5717.976426
962	5713.451518
963	5708.626781
964	5707.59023
965	5706.336283
966	5702.611294
967	5698.687057
968	5695.479944
969	5692.828814
970	5686.571968
971	5681.920057
972	5676.425406
973	5669.766531
974	5667.439446
975	5664.165391
976	5661.857882
977	5659.154138
978	5657.340282
979	5654.946336
980	5652.769127
981	5650.31965
982	5644.719163
983	5642.942183
984	5638.038846
985	5634.80273
986	5633.189236
987	5630.672616
988	5628.186389
989	5623.481265
990	5622.163039
991	5615.981526
992	5613.605424
993	5611.384427
994	5606.031606
995	5604.38618
996	5600.115466
997	5597.614946
998	5594.347042
999	5593.305525
1000	5590.637318
1001	5585.875092
1002	5581.418243
1003	5579.882682
1004	5577.3875
1005	5575.360173
1006	5571.783158
1007	5569.413497
1008	5565.043083
1009	5561.990337
1010	5558.913646
1011	5552.768183
1012	5547.634887
1013	5540.628775
1014	5538.199522
1015	5535.84615
1016	5533.516806
1017	5529.863208
1018	5525.940541
1019	5523.16767
1020	5521.046074
1021	5515.090104
1022	5511.454333
1023	5506.533708
1024	5505.138395
1025	5500.219655
1026	5496.643629
1027	5491.083424
1028	5487.541783
1029	5485.600338
1030	5482.508741
1031	5478.259103
1032	5477.452659
1033	5473.724443
1034	5469.830639
1035	5467.464906
1036	5461.833993
1037	5460.030099
1038	5457.446244
1039	5452.19159
1040	5448.936297
1041	5447.190549
1042	5445.007555
1043	5444.272156
1044	5441.23555
1045	5437.642502
1046	5432.642716
1047	5429.76597
1048	5428.660667
1049	5426.019103
1050	5421.086753
1051	5419.486786
1052	5415.788348
1053	5414.261421
1054	5413.333072
1055	5412.212804
1056	5408.784522
1057	5404.821733
1058	5401.185791
1059	5399.593773
1060	5396.851401
1061	5395.246115
1062	5393.398349
1063	5390.998029
1064	5388.182185
1065	5383.904481
1066	5379.815968
1067	5376.225646
1068	5374.142903
1069	5368.602521
1070	5365.14167
1071	5361.351346
1072	5358.437954
1073	5353.141418
1074	5347.096941
1075	5344.295779
1076	5338.566381
1077	5333.07929
1078	5327.589265
1079	5325.744381
1080	5322.31132
1081	5320.252855
1082	5315.509258
1083	5313.115793
1084	5307.409597
1085	5303.858741
1086	5302.076717
1087	5300.537031
1088	5297.262601
1089	5293.803197
1090	5289.891976
1091	5288.583896
1092	5284.371435
1093	5281.0087
1094	5277.511653
1095	5276.615703
1096	5274.276288
1097	5270.95534
1098	5269.609988
1099	5266.929821
1100	5264.402642
1101	5259.085681
1102	5257.209387
1103	5251.015443
1104	5249.705225
1105	5246.015312
1106	5244.43657
1107	5241.872995
1108	5239.577376
1109	5236.331314
1110	5234.370979
1111	5233.608822
1112	5231.846121
1113	5230.892642
1114	5229.742064
1115	5226.692291
1116	5221.635789
1117	5218.143211
1118	5213.784616
1119	5212.103057
1120	5206.817053
1121	5204.228004
1122	5200.611626
1123	5198.380899
1124	5195.735644
1125	5194.753185
1126	5192.176515
1127	5188.124384
1128	5185.311247
1129	5182.120103
1130	5180.308479
1131	5178.081049
1132	5176.28907
1133	5174.144097
1134	5171.68356
1135	5170.265668
1136	5168.083369
1137	5164.244701
1138	5162.634656
1139	5161.921443
1140	5157.984479
1141	5154.287452
1142	5148.475805
1143	5146.90848
1144	5146.191648
1145	5144.173146
1146	5142.435322
1147	5138.045383
1148	5136.220669
1149	5131.861416
1150	5127.844644
1151	5125.063197
1152	5122.349018
1153	5118.849184
1154	5115.921624
1155	5113.566152
1156	5109.645284
1157	5108.922648
1158	5103.629159
1159	5098.827107
1160	5096.374885
1161	5092.113444
1162	5088.246309
1163	5085.100703
1164	5082.772788
1165	5079.520486
1166	5075.450682
1167	5069.436416
1168	5065.857581
1169	5064.400992
1170	5059.990391
1171	5058.389976
1172	5054.852615
1173	5052.149732
1174	5047.230619
1175	5045.487463
1176	5043.818622
1177	5042.236769
1178	5036.476088
1179	5036.475255
1180	5033.705452
1181	5030.522508
1182	5028.289964
1183	5024.359517
1184	5021.324807
1185	5019.87758
1186	5018.249834
1187	5016.196191
1188	5013.479797
1189	5011.148807
1190	5007.701108
1191	5006.049274
1192	5003.214151
1193	5002.478435
1194	4999.048757
1195	4996.255776
1196	4990.89284
1197	4987.474
1198	4984.379663
1199	4982.631712
1200	4979.395833
1201	4978.200154
1202	4976.375112
1203	4974.221246
1204	4972.058746
1205	4970.950115
1206	4970.303273
1207	4969.40012
1208	4965.783087
1209	4960.740843
1210	4959.525309
1211	4956.928165
1212	4955.037464
1213	4952.651559
1214	4951.543913
1215	4949.307022
1216	4945.968522
1217	4939.827439
1218	4936.997829
1219	4933.51516
1220	4932.041148
1221	4928.684172
1222	4927.013748
1223	4923.470326
1224	4919.498259
1225	4916.180083
1226	4914.348874
1227	4910.490641
1228	4908.750481
1229	4905.856183
1230	4903.987622
1231	4902.399242
1232	4898.393722
1233	4897.655292
1234	4897.035255
1235	4896.393789
1236	4893.0295
1237	4888.230955
1238	4886.102227
1239	4885.184202
1240	4883.376145
1241	4881.596088
1242	4879.789985
1243	4878.283541
1244	4875.170314
1245	4871.775066
1246	4869.691698
1247	4867.256768
1248	4866.321891
1249	4864.033688
1250	4862.531227
1251	4859.352431
1252	4856.99042
1253	4855.078091
1254	4850.660224
1255	4849.071919
1256	4845.78506
1257	4844.333643
1258	4842.782042
1259	4840.590128
1260	4838.788379
1261	4835.662833
1262	4830.916201
1263	4827.081917
1264	4825.952733
1265	4824.200046
1266	4821.251917
1267	4816.713095
1268	4814.714677
1269	4813.07687
1270	4809.859772
1271	4808.71233
1272	4806.696476
1273	4802.143196
1274	4799.997073
1275	4796.656508
1276	4793.199662
1277	4790.198855
1278	4787.328184
1279	4786.300424
1280	4785.309596
1281	4783.773097
1282	4782.166985
1283	4779.847788
1284	4775.735792
1285	4772.218587
1286	4769.512509
1287	4767.028431
1288	4762.757454
1289	4758.015593
1290	4753.693366
1291	4750.797673
1292	4748.132461
1293	4746.083553
1294	4742.971922
1295	4740.349939
1296	4736.402414
1297	4732.737715
1298	4729.207701
1299	4727.985669
1300	4725.43256
1301	4724.289856
1302	4720.434088
1303	4718.373597
1304	4713.048436
1305	4709.273835
1306	4704.826066
1307	4702.81949
1308	4701.716748
1309	4700.072671
1310	4697.092911
1311	4692.734944
1312	4690.318117
1313	4687.869224
1314	4686.867711
1315	4685.605887
1316	4683.328796
1317	4681.161911
1318	4678.130216
1319	4674.593614
1320	4671.911088
1321	4668.926668
1322	4667.6828
1323	4666.19419
1324	4663.998083
1325	4661.37901
1326	4659.523646
1327	4657.562121
1328	4656.373221
1329	4654.497261
1330	4652.863576
1331	4651.442402
1332	4649.052779
1333	4646.69517
1334	4645.091705
1335	4641.502928
1336	4640.55872
1337	4638.326641
1338	4637.102225
1339	4634.872736
1340	4629.454203
1341	4627.501432
1342	4624.558177
1343	4623.06732
1344	4620.389756
1345	4618.864448
1346	4615.822432
1347	4610.939277
1348	4609.161274
1349	4606.404793
1350	4604.694883
1351	4602.976164
1352	4601.277814
1353	4598.267764
1354	4596.531124
1355	4592.85997
1356	4589.616459
1357	4589.019798
1358	4588.338492
1359	4587.545835
1360	4586.415049
1361	4585.200679
1362	4583.977874
1363	4581.402788
1364	4577.385431
1365	4574.238262
1366	4572.312817
1367	4570.802041
1368	4567.519357
1369	4565.081361
1370	4562.653235
1371	4561.225251
1372	4560.296106
1373	4559.482358
1374	4557.94888
1375	4556.875826
1376	4553.965687
1377	4552.346834
1378	4549.54749
1379	4548.499832
1380	4546.511722
1381	4544.677524
1382	4542.749502
1383	4538.430304
1384	4536.244518
1385	4533.222586
1386	4529.826801
1387	4525.849454
1388	4521.77086
1389	4520.237137
1390	4516.549577
1391	4515.834953
1392	4513.779961
1393	4511.198894
1394	4508.597372
1395	4505.468124
1396	4501.416424
1397	4498.344048
1398	4496.97527
1399	4495.441759
1400	4493.230258
1401	4491.145586
1402	4487.878088
1403	4486.550453
1404	4484.594657
1405	4481.937579
1406	4479.265141
1407	4478.65279
1408	4477.313854
1409	4474.451814
1410	4471.643966
1411	4469.205667
1412	4465.804759
1413	4461.527281
1414	4458.483969
1415	4457.986928
1416	4456.064389
1417	4455.189274
1418	4450.462598
1419	4446.757671
1420	4444.205583
1421	4442.143962
1422	4441.387666
1423	4438.060712
1424	4434.196525
1425	4433.364485
1426	4431.241124
1427	4430.250818
1428	4427.642749
1429	4423.512516
1430	4421.850425
1431	4417.206022
1432	4415.625762
1433	4414.161868
1434	4411.738863
1435	4409.126434
1436	4406.973199
1437	4405.582262
1438	4404.380321
1439	4403.243014
1440	4400.914767
1441	4398.034476
1442	4395.641966
1443	4394.444649
1444	4390.923817
1445	4389.000895
1446	4385.359646
1447	4382.308156
1448	4380.375158
1449	4377.936655
1450	4376.222089
1451	4375.980504
1452	4373.856234
1453	4371.079424
1454	4369.675111
1455	4366.198546
1456	4364.772989
1457	4362.295649
1458	4359.553879
1459	4355.803358
1460	4351.694435
1461	4349.852079
1462	4347.159536
1463	4344.192982
1464	4342.095282
1465	4340.212206
1466	4338.637191
1467	4336.469462
1468	4333.965424
1469	4331.556619
1470	4329.706626
1471	4328.430392
1472	4327.279955
1473	4326.109888
1474	4325.184968
1475	4321.968272
1476	4319.471008
1477	4319.247247
1478	4317.242831
1479	4314.626779
1480	4312.698191
1481	4310.249229
1482	4309.260183
1483	4307.675936
1484	4304.687532
1485	4302.719935
1486	4300.281896
1487	4297.572455
1488	4295.436112
1489	4293.861077
1490	4292.421997
1491	4291.027949
1492	4288.786557
1493	4286.291833
1494	4284.408657
1495	4281.251508
1496	4279.71966
1497	4278.0652
1498	4277.042327
1499	4275.823383
1500	4274.114217
1501	4272.480436
1502	4269.349847
1503	4268.584628
1504	4264.671431
1505	4262.750421
1506	4259.700988
1507	4256.831935
1508	4253.61719
1509	4249.770128
1510	4245.850765
1511	4243.749012
1512	4242.755944
1513	4241.148789
1514	4237.803512
1515	4236.367747
1516	4233.78106
1517	4233.441322
1518	4231.443499
1519	4229.027543
1520	4226.175005
1521	4224.563844
1522	4222.414928
1523	4220.81429
1524	4217.946556
1525	4215.194475
1526	4211.448649
1527	4209.202539
1528	4208.262006
1529	4206.49103
1530	4204.216634
1531	4201.61278
1532	4200.883878
1533	4197.773071
1534	4195.028243
1535	4193.400347
1536	4189.996202
1537	4189.099288
1538	4188.14041
1539	4185.65106
1540	4184.746084
1541	4181.824338
1542	4181.142077
1543	4179.839649
1544	4178.338093
1545	4174.976065
1546	4173.984612
1547	4170.640469
1548	4166.935987
1549	4164.670958
1550	4161.437887
1551	4160.148693
1552	4158.272106
1553	4156.387533
1554	4154.784813
1555	4152.609938
1556	4150.081562
1557	4147.92661
1558	4146.724214
1559	4146.365246
1560	4144.042558
1561	4140.327955
1562	4138.066556
1563	4134.343318
1564	4133.20312
1565	4130.384683
1566	4128.142391
1567	4126.72554
1568	4124.680611
1569	4124.091237
1570	4121.339528
1571	4119.771058
1572	4119.027694
1573	4117.920119
1574	4116.357885
1575	4113.394918
1576	4111.396592
1577	4108.875122
1578	4107.646332
1579	4107.44117
1580	4105.545012
1581	4103.842862
1582	4102.032428
1583	4099.948225
1584	4097.607014
1585	4097.181417
1586	4096.51894
1587	4095.407046
1588	4093.172184
1589	4089.891837
1590	4089.218388
1591	4087.735718
1592	4086.679013
1593	4084.613785
1594	4081.527984
1595	4080.18948
1596	4078.902945
1597	4075.711271
1598	4074.448344
1599	4073.755203
1600	4072.536513
1601	4070.001185
1602	4066.991166
1603	4064.11757
1604	4062.784635
1605	4060.319981
1606	4058.970609
1607	4057.734569
1608	4055.517583
1609	4054.148168
1610	4052.236481
1611	4051.02035
1612	4050.197372
1613	4048.385917
1614	4047.28266
1615	4045.844086
1616	4044.899693
1617	4043.633019
1618	4042.196038
1619	4040.027024
1620	4039.340579
1621	4037.275989
1622	4036.424573
1623	4035.587455
1624	4033.767819
1625	4029.558647
1626	4027.505609
1627	4025.308677
1628	4024.845142
1629	4021.913369
1630	4021.000943
1631	4017.062407
1632	4013.208876
1633	4010.4129
1634	4008.606075
1635	4007.29221
1636	4006.501449
1637	4004.590767
1638	4003.383685
1639	4001.992275
1640	3997.779495
1641	3997.386104
1642	3996.280584
1643	3994.9997
1644	3994.061622
1645	3993.076875
1646	3989.864152
1647	3988.698232
1648	3987.858531
1649	3985.571778
1650	3984.697255
1651	3983.950942
1652	3981.085842
1653	3979.373873
1654	3978.910397
1655	3976.640413
1656	3973.569154
1657	3971.041254
1658	3970.229471
1659	3968.916697
1660	3968.277486
1661	3966.501929
1662	3965.569783
1663	3963.907456
1664	3962.130557
